Customer,Loan ID,Date Start,Amount,Date Finish,Duration
Jack Matthews,loan_10,05-08-2016,68640,05-04-2017,8
Jack Matthews,loan_11,22-04-2017,34320,22-08-2017,4
Jack Matthews,loan_12,18-08-2017,105820,18-07-2018,11
Jack Matthews,loan_13,16-07-2018,72540,16-04-2019,9
Jack Matthews,loan_14,20-04-2019,82940,20-03-2020,11
Jack Matthews,loan_15,03-03-2020,44200,03-08-2020,5
Jack Matthews,loan_16,05-08-2020,62400,05-08-2021,12
Lily Foster,loan_1,04-02-2010,161280,04-02-2011,12
Lily Foster,loan_2,10-02-2011,90240,10-08-2011,6
Lily Foster,loan_3,22-08-2011,75200,22-01-2012,5
Lily Foster,loan_4,06-01-2012,140800,06-12-2012,11
Lily Foster,loan_5,21-12-2012,165440,21-11-2013,11
Lily Foster,loan_6,09-11-2013,169600,09-09-2014,10
Lily Foster,loan_7,03-09-2014,154880,03-08-2015,11
Lily Foster,loan_8,06-08-2015,165120,06-08-2016,12
Lily Foster,loan_9,13-08-2016,58880,13-12-2016,4
Lily Foster,loan_10,12-12-2016,135360,12-09-2017,9
Lily Foster,loan_11,04-09-2017,57600,04-02-2018,5
Lily Foster,loan_12,20-02-2018,147840,20-01-2019,11
Lily Foster,loan_13,06-01-2019,126720,06-12-2019,11
Lily Foster,loan_14,24-12-2019,125440,24-08-2020,8
Lily Foster,loan_15,20-08-2020,140800,20-06-2021,10
Arlo Allen,loan_1,04-05-2010,210210,04-04-2011,11
Arlo Allen,loan_2,14-04-2011,270270,14-03-2012,11
Arlo Allen,loan_3,11-03-2012,126750,11-08-2012,5
Arlo Allen,loan_4,25-08-2012,81120,25-12-2012,4
Arlo Allen,loan_5,23-12-2012,186030,23-09-2013,9
Arlo Allen,loan_6,02-09-2013,183300,02-07-2014,10
Arlo Allen,loan_7,10-07-2014,210210,10-06-2015,11
Arlo Allen,loan_8,13-06-2015,237900,13-04-2016,10
Arlo Allen,loan_9,07-04-2016,190320,07-12-2016,8
Arlo Allen,loan_10,07-12-2016,152880,07-08-2017,8
Arlo Allen,loan_11,06-08-2017,196560,06-04-2018,8
Arlo Allen,loan_12,14-04-2018,92040,14-08-2018,4
Arlo Allen,loan_13,19-08-2018,183300,19-06-2019,10
Arlo Allen,loan_14,24-06-2019,237900,24-04-2020,10
Arlo Allen,loan_15,15-04-2020,299520,15-04-2021,12
Isabella Matthews,loan_1,18-12-2010,105300,18-06-2011,6
Isabella Matthews,loan_2,20-06-2011,117000,20-12-2011,6
Isabella Matthews,loan_3,18-12-2011,98280,18-06-2012,6
Isabella Matthews,loan_4,16-06-2012,131040,16-02-2013,8
Isabella Matthews,loan_5,01-02-2013,117390,01-09-2013,7
Isabella Matthews,loan_6,06-09-2013,162240,06-05-2014,8
Isabella Matthews,loan_7,23-05-2014,148200,23-03-2015,10
Isabella Matthews,loan_8,07-03-2015,105300,07-08-2015,5
Isabella Matthews,loan_9,07-08-2015,171600,07-07-2016,11
Isabella Matthews,loan_10,08-07-2016,112320,08-03-2017,8
Isabella Matthews,loan_11,24-03-2017,157950,24-12-2017,9
Isabella Matthews,loan_12,17-12-2017,162240,17-08-2018,8
Isabella Matthews,loan_13,10-08-2018,115440,10-04-2019,8
Isabella Matthews,loan_14,22-04-2019,205920,22-03-2020,11
Isabella Matthews,loan_15,22-03-2020,187200,22-03-2021,12
Muhammad Wilson,loan_1,04-09-2010,33600,04-01-2011,4
Muhammad Wilson,loan_2,05-01-2011,81620,05-12-2011,11
Muhammad Wilson,loan_3,14-12-2011,62720,14-07-2012,7
Muhammad Wilson,loan_4,18-07-2012,32480,18-11-2012,4
Muhammad Wilson,loan_5,11-11-2012,100100,11-10-2013,11
Muhammad Wilson,loan_6,17-10-2013,78400,17-08-2014,10
Muhammad Wilson,loan_7,09-08-2014,42700,09-01-2015,5
Muhammad Wilson,loan_8,10-01-2015,63700,10-08-2015,7
Muhammad Wilson,loan_9,14-08-2015,29120,14-12-2015,4
Muhammad Wilson,loan_10,13-12-2015,90860,13-11-2016,11
Muhammad Wilson,loan_11,21-11-2016,54880,21-07-2017,8
Muhammad Wilson,loan_12,15-07-2017,41160,15-01-2018,6
Muhammad Wilson,loan_13,07-01-2018,32200,07-06-2018,5
Muhammad Wilson,loan_14,25-06-2018,77000,25-05-2019,11
Muhammad Wilson,loan_15,21-05-2019,65800,21-03-2020,10
Muhammad Wilson,loan_16,20-03-2020,64260,20-12-2020,9
Muhammad Wilson,loan_17,09-12-2020,27440,09-04-2021,4
George Lewis,loan_1,15-09-2010,100000,15-05-2011,8
George Lewis,loan_2,25-05-2011,92000,25-01-2012,8
George Lewis,loan_3,25-01-2012,122500,25-11-2012,10
George Lewis,loan_4,04-11-2012,126000,04-11-2013,12
George Lewis,loan_5,16-11-2013,80000,16-07-2014,8
George Lewis,loan_6,02-07-2014,105750,02-04-2015,9
George Lewis,loan_7,21-04-2015,64750,21-11-2015,7
George Lewis,loan_8,09-11-2015,76500,09-05-2016,6
George Lewis,loan_9,06-05-2016,53750,06-10-2016,5
George Lewis,loan_10,21-10-2016,48750,21-03-2017,5
George Lewis,loan_11,21-03-2017,89250,21-10-2017,7
George Lewis,loan_12,20-10-2017,85500,20-07-2018,9
George Lewis,loan_13,19-07-2018,48000,19-11-2018,4
George Lewis,loan_14,22-11-2018,51000,22-03-2019,4
George Lewis,loan_15,17-03-2019,117000,17-12-2019,9
George Lewis,loan_16,18-12-2019,64750,18-07-2020,7
George Lewis,loan_17,16-07-2020,60000,16-12-2020,5
George Lewis,loan_18,06-12-2020,49000,06-04-2021,4
Freya Lewis,loan_1,05-11-2010,27720,05-05-2011,6
Freya Lewis,loan_2,25-05-2011,37800,25-11-2011,6
Freya Lewis,loan_3,24-11-2011,26040,24-03-2012,4
Freya Lewis,loan_4,10-03-2012,52500,10-01-2013,10
Freya Lewis,loan_5,16-01-2013,78540,16-12-2013,11
Freya Lewis,loan_6,04-12-2013,58800,04-10-2014,10
Freya Lewis,loan_7,12-10-2014,17640,12-02-2015,4
Freya Lewis,loan_8,20-02-2015,29400,20-09-2015,7
Freya Lewis,loan_9,07-09-2015,45360,07-03-2016,6
Freya Lewis,loan_10,23-03-2016,39690,23-12-2016,9
Freya Lewis,loan_11,05-12-2016,18480,05-04-2017,4
Freya Lewis,loan_12,21-04-2017,80850,21-03-2018,11
Freya Lewis,loan_13,21-03-2018,27720,21-09-2018,6
Freya Lewis,loan_14,23-09-2018,26250,23-02-2019,5
Freya Lewis,loan_15,06-02-2019,34650,06-07-2019,5
Freya Lewis,loan_16,13-07-2019,19320,13-11-2019,4
Freya Lewis,loan_17,05-11-2019,28350,05-04-2020,5
Freya Lewis,loan_18,03-04-2020,36960,03-12-2020,8
Freya Lewis,loan_19,02-12-2020,31080,02-04-2021,4
Ivy Chapman,loan_1,16-12-2010,129600,16-08-2011,8
Ivy Chapman,loan_2,15-08-2011,126000,15-06-2012,10
Ivy Chapman,loan_3,07-06-2012,205920,07-05-2013,11
Ivy Chapman,loan_4,10-05-2013,133560,10-12-2013,7
Ivy Chapman,loan_5,05-12-2013,106560,05-08-2014,8
Ivy Chapman,loan_6,25-08-2014,168480,25-08-2015,12
Ivy Chapman,loan_7,20-08-2015,136080,20-03-2016,7
Ivy Chapman,loan_8,05-03-2016,116640,05-12-2016,9
Ivy Chapman,loan_9,15-12-2016,138600,15-11-2017,11
Ivy Chapman,loan_10,07-11-2017,162360,07-10-2018,11
Ivy Chapman,loan_11,07-10-2018,170280,07-09-2019,11
Ivy Chapman,loan_12,16-09-2019,211680,16-09-2020,12
Ivy Chapman,loan_13,22-09-2020,154440,22-08-2021,11
Finley Baker,loan_1,24-04-2010,93240,24-10-2010,6
Finley Baker,loan_2,09-10-2010,163170,09-07-2011,9
Finley Baker,loan_3,23-07-2011,81400,23-12-2011,5
Finley Baker,loan_4,09-12-2011,192400,09-10-2012,10
Finley Baker,loan_5,23-10-2012,60680,23-02-2013,4
Finley Baker,loan_6,09-02-2013,82140,09-08-2013,6
Finley Baker,loan_7,23-08-2013,183150,23-07-2014,11
Finley Baker,loan_8,01-07-2014,63640,01-11-2014,4
Finley Baker,loan_9,24-11-2014,213120,24-11-2015,12
Finley Baker,loan_10,21-11-2015,81400,21-03-2016,4
Finley Baker,loan_11,25-03-2016,51800,25-07-2016,4
Finley Baker,loan_12,02-07-2016,57720,02-11-2016,4
Finley Baker,loan_13,03-11-2016,79550,03-04-2017,5
Finley Baker,loan_14,10-04-2017,106560,10-10-2017,6
Finley Baker,loan_15,21-10-2017,150960,21-06-2018,8
Finley Baker,loan_16,24-06-2018,98420,24-01-2019,7
Finley Baker,loan_17,13-01-2019,136530,13-10-2019,9
Finley Baker,loan_18,22-10-2019,72520,22-02-2020,4
Finley Baker,loan_19,21-02-2020,84360,21-08-2020,6
Finley Baker,loan_20,10-08-2020,151700,10-06-2021,10
Theodore Allen,loan_1,06-08-2010,122760,06-05-2011,9
Theodore Allen,loan_2,02-05-2011,152460,02-04-2012,11
Theodore Allen,loan_3,18-04-2012,112860,18-01-2013,9
Theodore Allen,loan_4,23-01-2013,46640,23-05-2013,4
Theodore Allen,loan_5,22-05-2013,116600,22-03-2014,10
Theodore Allen,loan_6,12-03-2014,109120,12-11-2014,8
Theodore Allen,loan_7,20-11-2014,134200,20-09-2015,10
Theodore Allen,loan_8,21-09-2015,91520,21-05-2016,8
Theodore Allen,loan_9,11-05-2016,64900,11-10-2016,5
Theodore Allen,loan_10,10-10-2016,150480,10-10-2017,12
Theodore Allen,loan_11,19-10-2017,100320,19-06-2018,8
Theodore Allen,loan_12,05-06-2018,130680,05-05-2019,11
Theodore Allen,loan_13,01-05-2019,154880,01-04-2020,11
Theodore Allen,loan_14,12-04-2020,105600,12-12-2020,8
Theodore Allen,loan_15,09-12-2020,66000,09-05-2021,5
Arthur Robinson,loan_1,19-11-2010,74880,19-08-2011,9
Arthur Robinson,loan_2,18-08-2011,49600,18-01-2012,5
Arthur Robinson,loan_3,19-01-2012,35200,19-06-2012,5
Arthur Robinson,loan_4,14-06-2012,64960,14-01-2013,7
Arthur Robinson,loan_5,06-01-2013,76160,06-08-2013,7
Arthur Robinson,loan_6,12-08-2013,43200,12-01-2014,5
Arthur Robinson,loan_7,03-01-2014,51200,03-06-2014,5
Arthur Robinson,loan_8,05-06-2014,85120,05-01-2015,7
Arthur Robinson,loan_9,07-01-2015,53760,07-07-2015,6
Arthur Robinson,loan_10,09-07-2015,26880,09-11-2015,4
Arthur Robinson,loan_11,19-11-2015,43520,19-03-2016,4
Arthur Robinson,loan_12,22-03-2016,142080,22-03-2017,12
Arthur Robinson,loan_13,23-03-2017,138240,23-03-2018,12
Arthur Robinson,loan_14,21-03-2018,71040,21-09-2018,6
Arthur Robinson,loan_15,24-09-2018,55680,24-03-2019,6
Arthur Robinson,loan_16,03-03-2019,25600,03-07-2019,4
Arthur Robinson,loan_17,14-07-2019,112320,14-04-2020,9
Arthur Robinson,loan_18,11-04-2020,36800,11-09-2020,5
Arthur Robinson,loan_19,15-09-2020,57600,15-03-2021,6
Theo Stevens,loan_1,21-04-2010,111860,21-11-2010,7
Theo Stevens,loan_2,02-11-2010,197200,02-09-2011,10
Theo Stevens,loan_3,14-09-2011,165920,14-05-2012,8
Theo Stevens,loan_4,23-05-2012,136000,23-01-2013,8
Theo Stevens,loan_5,25-01-2013,93500,25-06-2013,5
Theo Stevens,loan_6,02-06-2013,65280,02-10-2013,4
Theo Stevens,loan_7,25-10-2013,105400,25-03-2014,5
Theo Stevens,loan_8,20-03-2014,136000,20-11-2014,8
Theo Stevens,loan_9,01-11-2014,73440,01-03-2015,4
Theo Stevens,loan_10,14-03-2015,163200,14-11-2015,8
Theo Stevens,loan_11,11-11-2015,163200,11-07-2016,8
Theo Stevens,loan_12,05-07-2016,221000,05-05-2017,10
Theo Stevens,loan_13,08-05-2017,116280,08-11-2017,6
Theo Stevens,loan_14,25-11-2017,204000,25-11-2018,12
Theo Stevens,loan_15,05-11-2018,216920,05-10-2019,11
Theo Stevens,loan_16,21-10-2019,137700,21-07-2020,9
Theo Stevens,loan_17,02-07-2020,160480,02-03-2021,8
Henry Lewis,loan_1,18-09-2010,46000,18-02-2011,5
Henry Lewis,loan_2,06-02-2011,151200,06-02-2012,12
Henry Lewis,loan_3,13-02-2012,127600,13-01-2013,11
Henry Lewis,loan_4,24-01-2013,42400,24-05-2013,4
Henry Lewis,loan_5,20-05-2013,52000,20-10-2013,5
Henry Lewis,loan_6,22-10-2013,116600,22-09-2014,11
Henry Lewis,loan_7,20-09-2014,56400,20-03-2015,6
Henry Lewis,loan_8,13-03-2015,50000,13-08-2015,5
Henry Lewis,loan_9,14-08-2015,44800,14-12-2015,4
Henry Lewis,loan_10,17-12-2015,118000,17-10-2016,10
Henry Lewis,loan_11,19-10-2016,39200,19-02-2017,4
Henry Lewis,loan_12,07-02-2017,100800,07-10-2017,8
Henry Lewis,loan_13,14-10-2017,44800,14-02-2018,4
Henry Lewis,loan_14,11-02-2018,108000,11-02-2019,12
Henry Lewis,loan_15,08-02-2019,108000,08-11-2019,9
Henry Lewis,loan_16,04-11-2019,70800,04-05-2020,6
Henry Lewis,loan_17,12-05-2020,102600,12-02-2021,9
Charlie Owen,loan_1,11-06-2010,270810,11-03-2011,9
Charlie Owen,loan_2,19-03-2011,298350,19-12-2011,9
Charlie Owen,loan_3,12-12-2011,114240,12-04-2012,4
Charlie Owen,loan_4,01-04-2012,130560,01-08-2012,4
Charlie Owen,loan_5,02-08-2012,221340,02-03-2013,7
Charlie Owen,loan_6,12-03-2013,285600,12-01-2014,10
Charlie Owen,loan_7,23-01-2014,155550,23-06-2014,5
Charlie Owen,loan_8,24-06-2014,135150,24-11-2014,5
Charlie Owen,loan_9,04-11-2014,261630,04-08-2015,9
Charlie Owen,loan_10,15-08-2015,112200,15-12-2015,4
Charlie Owen,loan_11,24-12-2015,155550,24-05-2016,5
Charlie Owen,loan_12,04-05-2016,206550,04-02-2017,9
Charlie Owen,loan_13,16-02-2017,153000,16-08-2017,6
Charlie Owen,loan_14,04-08-2017,174930,04-03-2018,7
Charlie Owen,loan_15,04-03-2018,234600,04-01-2019,10
Charlie Owen,loan_16,17-01-2019,93840,17-05-2019,4
Charlie Owen,loan_17,02-05-2019,290700,02-03-2020,10
Charlie Owen,loan_18,10-03-2020,196350,10-10-2020,7
Charlie Owen,loan_19,07-10-2020,212160,07-06-2021,8
Evelyn Adams,loan_1,01-01-2010,210560,01-09-2010,8
Evelyn Adams,loan_2,10-09-2010,157920,10-04-2011,7
Evelyn Adams,loan_3,18-04-2011,200690,18-11-2011,7
Evelyn Adams,loan_4,04-11-2011,117500,04-04-2012,5
Evelyn Adams,loan_5,18-04-2012,289520,18-03-2013,11
Evelyn Adams,loan_6,08-03-2013,258500,08-02-2014,11
Evelyn Adams,loan_7,12-02-2014,344040,12-02-2015,12
Evelyn Adams,loan_8,02-02-2015,108100,02-07-2015,5
Evelyn Adams,loan_9,10-07-2015,118440,10-11-2015,4
Evelyn Adams,loan_10,19-11-2015,124550,19-04-2016,5
Evelyn Adams,loan_11,22-04-2016,105280,22-08-2016,4
Evelyn Adams,loan_12,08-08-2016,197400,08-03-2017,7
Evelyn Adams,loan_13,06-03-2017,305500,06-01-2018,10
Evelyn Adams,loan_14,06-01-2018,332760,06-01-2019,12
Evelyn Adams,loan_15,03-01-2019,154630,03-08-2019,7
Evelyn Adams,loan_16,09-08-2019,236880,09-04-2020,8
Evelyn Adams,loan_17,25-04-2020,235000,25-02-2021,10
Isaac Owen,loan_1,25-07-2010,90160,25-03-2011,8
Isaac Owen,loan_2,10-03-2011,75950,10-08-2011,5
Isaac Owen,loan_3,05-08-2011,82320,05-03-2012,7
Isaac Owen,loan_4,20-03-2012,52920,20-07-2012,4
Isaac Owen,loan_5,16-07-2012,164640,16-07-2013,12
Isaac Owen,loan_6,10-07-2013,176400,10-05-2014,10
Isaac Owen,loan_7,22-05-2014,191100,22-03-2015,10
Isaac Owen,loan_8,09-03-2015,91140,09-09-2015,6
Isaac Owen,loan_9,10-09-2015,93100,10-02-2016,5
Isaac Owen,loan_10,20-02-2016,167580,20-11-2016,9
Isaac Owen,loan_11,21-11-2016,123480,21-08-2017,9
Isaac Owen,loan_12,12-08-2017,64680,12-12-2017,4
Isaac Owen,loan_13,22-12-2017,91140,22-06-2018,6
Isaac Owen,loan_14,18-06-2018,105840,18-03-2019,9
Isaac Owen,loan_15,08-03-2019,204820,08-02-2020,11
Isaac Owen,loan_16,06-02-2020,85750,06-07-2020,5
Isaac Owen,loan_17,04-07-2020,113680,04-03-2021,8
Oscar Stevens,loan_1,22-10-2010,184800,22-04-2011,6
Oscar Stevens,loan_2,09-04-2011,307440,09-01-2012,9
Oscar Stevens,loan_3,21-01-2012,277200,21-12-2012,11
Oscar Stevens,loan_4,10-12-2012,369600,10-12-2013,12
Oscar Stevens,loan_5,10-12-2013,241920,10-08-2014,8
Oscar Stevens,loan_6,22-08-2014,277200,22-07-2015,11
Oscar Stevens,loan_7,20-07-2015,196000,20-02-2016,7
Oscar Stevens,loan_8,15-02-2016,243040,15-09-2016,7
Oscar Stevens,loan_9,06-09-2016,396480,06-09-2017,12
Oscar Stevens,loan_10,01-09-2017,141120,01-01-2018,4
Oscar Stevens,loan_11,21-01-2018,369600,21-12-2018,11
Oscar Stevens,loan_12,11-12-2018,176400,11-05-2019,5
Oscar Stevens,loan_13,22-05-2019,226800,22-02-2020,9
Oscar Stevens,loan_14,14-02-2020,383040,14-02-2021,12
Ella White,loan_1,13-06-2010,144000,13-03-2011,9
Ella White,loan_2,21-03-2011,82500,21-08-2011,5
Ella White,loan_3,07-08-2011,192500,07-07-2012,11
Ella White,loan_4,04-07-2012,166500,04-04-2013,9
Ella White,loan_5,12-04-2013,62000,12-08-2013,4
Ella White,loan_6,25-08-2013,140000,25-03-2014,7
Ella White,loan_7,03-03-2014,166500,03-12-2014,9
Ella White,loan_8,23-12-2014,69000,23-06-2015,6
Ella White,loan_9,03-06-2015,115500,03-01-2016,7
Ella White,loan_10,22-01-2016,162000,22-10-2016,9
Ella White,loan_11,16-10-2016,66000,16-04-2017,6
Ella White,loan_12,04-04-2017,81000,04-10-2017,6
Ella White,loan_13,12-10-2017,100000,12-03-2018,5
Ella White,loan_14,13-03-2018,136000,13-11-2018,8
Ella White,loan_15,11-11-2018,77000,11-06-2019,7
Ella White,loan_16,18-06-2019,73500,18-01-2020,7
Ella White,loan_17,23-01-2020,87500,23-08-2020,7
Ella White,loan_18,16-08-2020,94500,16-03-2021,7
Grace Adams,loan_1,24-10-2010,94080,24-05-2011,7
Grace Adams,loan_2,12-05-2011,85680,12-11-2011,6
Grace Adams,loan_3,21-11-2011,40320,21-03-2012,4
Grace Adams,loan_4,02-03-2012,101640,02-02-2013,11
Grace Adams,loan_5,08-02-2013,67200,08-06-2013,4
Grace Adams,loan_6,21-06-2013,100800,21-02-2014,8
Grace Adams,loan_7,17-02-2014,33600,17-06-2014,4
Grace Adams,loan_8,17-06-2014,75600,17-12-2014,6
Grace Adams,loan_9,24-12-2014,105840,24-07-2015,7
Grace Adams,loan_10,24-07-2015,67200,24-11-2015,4
Grace Adams,loan_11,24-11-2015,102900,24-06-2016,7
Grace Adams,loan_12,20-06-2016,102060,20-03-2017,9
Grace Adams,loan_13,20-03-2017,63840,20-07-2017,4
Grace Adams,loan_14,06-07-2017,106260,06-06-2018,11
Grace Adams,loan_15,21-06-2018,77700,21-11-2018,5
Grace Adams,loan_16,10-11-2018,33600,10-03-2019,4
Grace Adams,loan_17,11-03-2019,48720,11-07-2019,4
Grace Adams,loan_18,16-07-2019,130200,16-05-2020,10
Grace Adams,loan_19,22-05-2020,50400,22-10-2020,5
Grace Adams,loan_20,05-10-2020,170940,05-09-2021,11
George Stevens,loan_1,08-01-2010,220320,08-10-2010,9
George Stevens,loan_2,02-10-2010,110160,02-04-2011,6
George Stevens,loan_3,22-04-2011,76160,22-08-2011,4
George Stevens,loan_4,03-08-2011,251600,03-06-2012,10
George Stevens,loan_5,14-06-2012,163200,14-04-2013,10
George Stevens,loan_6,13-04-2013,176800,13-02-2014,10
George Stevens,loan_7,25-02-2014,147560,25-09-2014,7
George Stevens,loan_8,14-09-2014,180880,14-04-2015,7
George Stevens,loan_9,22-04-2015,206720,22-12-2015,8
George Stevens,loan_10,21-12-2015,238000,21-10-2016,10
George Stevens,loan_11,21-10-2016,159120,21-07-2017,9
George Stevens,loan_12,23-07-2017,102000,23-01-2018,6
George Stevens,loan_13,09-01-2018,171360,09-08-2018,7
George Stevens,loan_14,17-08-2018,87040,17-12-2018,4
George Stevens,loan_15,21-12-2018,171360,21-09-2019,9
George Stevens,loan_16,16-09-2019,73440,16-01-2020,4
George Stevens,loan_17,05-01-2020,216920,05-12-2020,11
George Stevens,loan_18,22-12-2020,166600,22-07-2021,7
George Black,loan_1,08-12-2010,258720,08-11-2011,11
George Black,loan_2,20-11-2011,82320,20-03-2012,4
George Black,loan_3,01-03-2012,152880,01-10-2012,7
George Black,loan_4,02-10-2012,243600,02-08-2013,10
George Black,loan_5,21-08-2013,191100,21-03-2014,7
George Black,loan_6,21-03-2014,252000,21-03-2015,12
George Black,loan_7,10-03-2015,198240,10-11-2015,8
George Black,loan_8,17-11-2015,300300,17-10-2016,11
George Black,loan_9,03-10-2016,128100,03-03-2017,5
George Black,loan_10,08-03-2017,204960,08-11-2017,8
George Black,loan_11,16-11-2017,191100,16-06-2018,7
George Black,loan_12,05-06-2018,317520,05-06-2019,12
George Black,loan_13,13-06-2019,292320,13-06-2020,12
George Black,loan_14,12-06-2020,156240,12-12-2020,6
George Black,loan_15,19-12-2020,226800,19-12-2021,12
Arlo Webb,loan_1,18-06-2010,169200,18-03-2011,9
Arlo Webb,loan_2,23-03-2011,230400,23-03-2012,12
Arlo Webb,loan_3,21-03-2012,137600,21-11-2012,8
Arlo Webb,loan_4,15-11-2012,158400,15-10-2013,11
Arlo Webb,loan_5,09-10-2013,115200,09-04-2014,6
Arlo Webb,loan_6,14-04-2014,124800,14-10-2014,6
Arlo Webb,loan_7,04-10-2014,228800,04-09-2015,11
Arlo Webb,loan_8,16-09-2015,70000,16-02-2016,5
Arlo Webb,loan_9,19-02-2016,72000,19-07-2016,5
Arlo Webb,loan_10,16-07-2016,188000,16-05-2017,10
Arlo Webb,loan_11,15-05-2017,98400,15-11-2017,6
Arlo Webb,loan_12,12-11-2017,172800,12-08-2018,9
Arlo Webb,loan_13,11-08-2018,198000,11-05-2019,9
Arlo Webb,loan_14,08-05-2019,120400,08-12-2019,7
Arlo Webb,loan_15,20-12-2019,100800,20-06-2020,6
Arlo Webb,loan_16,15-06-2020,200000,15-04-2021,10
Evie Matthews,loan_1,25-10-2010,209230,25-05-2011,7
Evie Matthews,loan_2,01-05-2011,204960,01-12-2011,7
Evie Matthews,loan_3,14-12-2011,150060,14-06-2012,6
Evie Matthews,loan_4,14-06-2012,213500,14-04-2013,10
Evie Matthews,loan_5,10-04-2013,342210,10-03-2014,11
Evie Matthews,loan_6,13-03-2014,308660,13-02-2015,11
Evie Matthews,loan_7,01-02-2015,258030,01-11-2015,9
Evie Matthews,loan_8,05-11-2015,252540,05-08-2016,9
Evie Matthews,loan_9,24-08-2016,261690,24-07-2017,11
Evie Matthews,loan_10,01-07-2017,256200,01-05-2018,10
Evie Matthews,loan_11,16-05-2018,292800,16-03-2019,10
Evie Matthews,loan_12,18-03-2019,175680,18-09-2019,6
Evie Matthews,loan_13,08-09-2019,193980,08-03-2020,6
Evie Matthews,loan_14,03-03-2020,225090,03-12-2020,9
Evie Matthews,loan_15,08-12-2020,234850,08-07-2021,7
Grace Black,loan_1,03-12-2010,96750,03-05-2011,5
Grace Black,loan_2,02-05-2011,220500,02-03-2012,10
Grace Black,loan_3,16-03-2012,257400,16-02-2013,11
Grace Black,loan_4,25-02-2013,217800,25-01-2014,11
Grace Black,loan_5,17-01-2014,123750,17-06-2014,5
Grace Black,loan_6,24-06-2014,126000,24-01-2015,7
Grace Black,loan_7,15-01-2015,129150,15-08-2015,7
Grace Black,loan_8,21-08-2015,189000,21-08-2016,12
Grace Black,loan_9,12-08-2016,193500,12-06-2017,10
Grace Black,loan_10,01-06-2017,86400,01-10-2017,4
Grace Black,loan_11,18-10-2017,85500,18-03-2018,5
Grace Black,loan_12,23-03-2018,193500,23-01-2019,10
Grace Black,loan_13,02-01-2019,242550,02-12-2019,11
Grace Black,loan_14,11-12-2019,113400,11-07-2020,7
Grace Black,loan_15,10-07-2020,170100,10-02-2021,7
Isabella Allen,loan_1,13-04-2010,200340,13-10-2010,6
Isabella Allen,loan_2,24-10-2010,338140,24-09-2011,11
Isabella Allen,loan_3,25-09-2011,305280,25-09-2012,12
Isabella Allen,loan_4,14-09-2012,156350,14-02-2013,5
Isabella Allen,loan_5,20-02-2013,271890,20-11-2013,9
Isabella Allen,loan_6,02-11-2013,237440,02-07-2014,8
Isabella Allen,loan_7,25-07-2014,192920,25-02-2015,7
Isabella Allen,loan_8,24-02-2015,164300,24-07-2015,5
Isabella Allen,loan_9,12-07-2015,200340,12-02-2016,7
Isabella Allen,loan_10,12-02-2016,193980,12-08-2016,6
Isabella Allen,loan_11,22-08-2016,241680,22-04-2017,8
Isabella Allen,loan_12,06-04-2017,185500,06-11-2017,7
Isabella Allen,loan_13,07-11-2017,355630,07-10-2018,11
Isabella Allen,loan_14,04-10-2018,103880,04-02-2019,4
Isabella Allen,loan_15,06-02-2019,349800,06-01-2020,11
Isabella Allen,loan_16,05-01-2020,276660,05-10-2020,9
Isabella Allen,loan_17,11-10-2020,135680,11-02-2021,4
Theodore Matthews,loan_1,11-05-2010,70560,11-12-2010,7
Theodore Matthews,loan_2,14-12-2010,126720,14-12-2011,12
Theodore Matthews,loan_3,09-12-2011,103680,09-08-2012,8
Theodore Matthews,loan_4,20-08-2012,74880,20-12-2012,4
Theodore Matthews,loan_5,22-12-2012,211200,22-11-2013,11
Theodore Matthews,loan_6,25-11-2013,130560,25-07-2014,8
Theodore Matthews,loan_7,01-07-2014,120960,01-07-2015,12
Theodore Matthews,loan_8,08-07-2015,125280,08-04-2016,9
Theodore Matthews,loan_9,21-04-2016,60000,21-09-2016,5
Theodore Matthews,loan_10,01-09-2016,73920,01-04-2017,7
Theodore Matthews,loan_11,09-04-2017,218880,09-04-2018,12
Theodore Matthews,loan_12,24-04-2018,190080,24-03-2019,11
Theodore Matthews,loan_13,15-03-2019,125280,15-12-2019,9
Theodore Matthews,loan_14,25-12-2019,69120,25-06-2020,6
Theodore Matthews,loan_15,23-06-2020,89280,23-12-2020,6
Theodore Matthews,loan_16,01-12-2020,133920,01-09-2021,9
Jack Wilson,loan_1,10-05-2010,162000,10-02-2011,9
Jack Wilson,loan_2,17-02-2011,142800,17-09-2011,7
Jack Wilson,loan_3,16-09-2011,66000,16-02-2012,5
Jack Wilson,loan_4,20-02-2012,142800,20-09-2012,7
Jack Wilson,loan_5,09-09-2012,104400,09-03-2013,6
Jack Wilson,loan_6,01-03-2013,244800,01-03-2014,12
Jack Wilson,loan_7,09-03-2014,216000,09-12-2014,9
Jack Wilson,loan_8,24-12-2014,266400,24-12-2015,12
Jack Wilson,loan_9,24-12-2015,156600,24-09-2016,9
Jack Wilson,loan_10,11-09-2016,84000,11-02-2017,5
Jack Wilson,loan_11,17-02-2017,55200,17-06-2017,4
Jack Wilson,loan_12,01-06-2017,100800,01-12-2017,6
Jack Wilson,loan_13,23-12-2017,216000,23-09-2018,9
Jack Wilson,loan_14,12-09-2018,231000,12-08-2019,11
Jack Wilson,loan_15,17-08-2019,115200,17-02-2020,6
Jack Wilson,loan_16,18-02-2020,75000,18-07-2020,5
Jack Wilson,loan_17,25-07-2020,93000,25-12-2020,5
