Customer,Loan ID,Date Start,Amount,Date Finish,Duration
Isaac Owen,loan_24,04-02-2019,43500,04-08-2019,6
Isaac Owen,loan_25,12-02-2019,104400,12-12-2019,10
Isaac Owen,loan_26,03-02-2019,50750,03-09-2019,7
Isaac Owen,loan_27,07-02-2019,73080,07-02-2020,12
Isaac Owen,loan_28,25-02-2020,84100,25-12-2020,10
Isaac Owen,loan_29,24-02-2020,114840,24-02-2021,12
Lucas Davidson,loan_1,12-08-2010,47840,12-12-2010,4
Lucas Davidson,loan_2,14-08-2010,71760,14-02-2011,6
Lucas Davidson,loan_3,10-08-2011,92000,10-06-2012,10
Lucas Davidson,loan_4,11-08-2012,90160,11-04-2013,8
Lucas Davidson,loan_5,14-08-2013,93610,14-07-2014,11
Lucas Davidson,loan_6,21-08-2014,40480,21-12-2014,4
Lucas Davidson,loan_7,25-08-2014,74520,25-05-2015,9
Lucas Davidson,loan_8,12-08-2015,139150,12-07-2016,11
Lucas Davidson,loan_9,13-08-2016,77280,13-03-2017,7
Lucas Davidson,loan_10,20-08-2017,80960,20-04-2018,8
Lucas Davidson,loan_11,15-08-2018,88550,15-07-2019,11
Lucas Davidson,loan_12,24-08-2019,74520,24-02-2020,6
Lucas Davidson,loan_13,17-08-2020,105800,17-06-2021,10
Rosie Payne,loan_1,15-10-2010,79200,15-06-2011,8
Rosie Payne,loan_2,13-10-2011,75240,13-07-2012,9
Rosie Payne,loan_3,16-10-2012,52800,16-04-2013,6
Rosie Payne,loan_4,17-10-2013,77000,17-05-2014,7
Rosie Payne,loan_5,25-10-2014,79200,25-08-2015,10
Rosie Payne,loan_6,06-10-2015,97020,06-07-2016,9
Rosie Payne,loan_7,10-10-2016,70400,10-06-2017,8
Rosie Payne,loan_8,05-10-2017,133100,05-09-2018,11
Rosie Payne,loan_9,10-10-2018,35200,10-02-2019,4
Rosie Payne,loan_10,13-10-2019,55440,13-05-2020,7
Rosie Payne,loan_11,01-10-2020,53900,01-03-2021,5
Mia Baker,loan_1,05-11-2010,39480,05-06-2011,7
Mia Baker,loan_2,14-11-2011,27360,14-05-2012,6
Mia Baker,loan_3,15-11-2012,62400,15-09-2013,10
Mia Baker,loan_4,01-11-2013,66000,01-09-2014,10
Mia Baker,loan_5,21-11-2014,30600,21-04-2015,5
Mia Baker,loan_6,19-11-2015,33600,19-07-2016,8
Mia Baker,loan_7,21-11-2016,59400,21-08-2017,9
Mia Baker,loan_8,13-11-2017,50880,13-07-2018,8
Mia Baker,loan_9,23-11-2018,32760,23-06-2019,7
Mia Baker,loan_10,14-11-2019,33120,14-05-2020,6
Mia Baker,loan_11,06-11-2020,25440,06-03-2021,4
Willow Foster,loan_1,25-02-2010,216920,25-01-2011,11
Willow Foster,loan_2,09-02-2011,128520,09-08-2011,6
Willow Foster,loan_3,11-02-2011,82960,11-06-2011,4
Willow Foster,loan_4,21-02-2011,193800,21-12-2011,10
Willow Foster,loan_5,25-02-2011,125120,25-10-2011,8
Willow Foster,loan_6,14-02-2011,103700,14-07-2011,5
Willow Foster,loan_7,04-02-2011,174080,04-10-2011,8
Willow Foster,loan_8,18-02-2011,135660,18-09-2011,7
Willow Foster,loan_9,01-02-2011,147560,01-09-2011,7
Willow Foster,loan_10,08-02-2011,70720,08-06-2011,4
Willow Foster,loan_11,15-02-2011,176800,15-12-2011,10
Willow Foster,loan_12,19-02-2011,133280,19-10-2011,8
Willow Foster,loan_13,21-02-2011,187680,21-02-2012,12
Willow Foster,loan_14,20-02-2012,239360,20-01-2013,11
Willow Foster,loan_15,23-02-2013,180200,23-12-2013,10
Willow Foster,loan_16,11-02-2013,62560,11-06-2013,4
Willow Foster,loan_17,18-02-2013,209440,18-01-2014,11
Willow Foster,loan_18,22-02-2014,81600,22-07-2014,5
Willow Foster,loan_19,21-02-2014,104040,21-08-2014,6
Willow Foster,loan_20,01-02-2014,81600,01-06-2014,4
Willow Foster,loan_21,05-02-2014,179520,05-01-2015,11
Willow Foster,loan_22,24-02-2015,248880,24-02-2016,12
Willow Foster,loan_23,17-02-2016,68000,17-06-2016,4
Willow Foster,loan_24,09-02-2016,109480,09-09-2016,7
Willow Foster,loan_25,20-02-2016,197200,20-12-2016,10
Willow Foster,loan_26,15-02-2016,135660,15-09-2016,7
Willow Foster,loan_27,21-02-2016,162180,21-11-2016,9
Willow Foster,loan_28,09-02-2016,118320,09-08-2016,6
Willow Foster,loan_29,19-02-2016,100300,19-07-2016,5
Willow Foster,loan_30,25-02-2016,180540,25-11-2016,9
Willow Foster,loan_31,07-02-2016,109480,07-09-2016,7
Willow Foster,loan_32,04-02-2016,110500,04-07-2016,5
Willow Foster,loan_33,07-02-2016,97920,07-08-2016,6
Willow Foster,loan_34,19-02-2016,147560,19-09-2016,7
Willow Foster,loan_35,09-02-2016,191760,09-02-2017,12
Willow Foster,loan_36,04-02-2017,128520,04-08-2017,6
Willow Foster,loan_37,18-02-2017,204000,18-12-2017,10
Willow Foster,loan_38,06-02-2017,214200,06-12-2017,10
Willow Foster,loan_39,11-02-2017,66640,11-06-2017,4
Willow Foster,loan_40,23-02-2017,114240,23-09-2017,7
Willow Foster,loan_41,19-02-2017,177480,19-11-2017,9
Willow Foster,loan_42,02-02-2017,190740,02-01-2018,11
Willow Foster,loan_43,12-02-2018,146880,12-10-2018,8
Willow Foster,loan_44,01-02-2018,80240,01-06-2018,4
Willow Foster,loan_45,23-02-2018,183600,23-02-2019,12
Willow Foster,loan_46,17-02-2019,170000,17-12-2019,10
Willow Foster,loan_47,14-02-2019,104040,14-08-2019,6
Willow Foster,loan_48,24-02-2019,86700,24-07-2019,5
Willow Foster,loan_49,22-02-2019,93500,22-07-2019,5
Willow Foster,loan_50,01-02-2019,80240,01-06-2019,4
Willow Foster,loan_51,14-02-2019,119000,14-09-2019,7
Willow Foster,loan_52,23-02-2019,172040,23-01-2020,11
Willow Foster,loan_53,05-02-2020,81600,05-07-2020,5
Willow Foster,loan_54,06-02-2020,66640,06-06-2020,4
Willow Foster,loan_55,12-02-2020,133280,12-09-2020,7
Willow Foster,loan_56,07-02-2020,209440,07-01-2021,11
Sienna Davidson,loan_1,10-06-2010,79050,10-11-2010,5
Sienna Davidson,loan_2,20-06-2010,150040,20-05-2011,11
Sienna Davidson,loan_3,25-06-2011,124000,25-04-2012,10
Sienna Davidson,loan_4,04-06-2012,111600,04-02-2013,8
Sienna Davidson,loan_5,10-06-2013,124000,10-04-2014,10
Sienna Davidson,loan_6,14-06-2014,72850,14-11-2014,5
Sienna Davidson,loan_7,18-06-2014,114080,18-02-2015,8
Sienna Davidson,loan_8,22-06-2015,119040,22-02-2016,8
Sienna Davidson,loan_9,04-06-2016,128960,04-02-2017,8
Sienna Davidson,loan_10,06-06-2017,158100,06-04-2018,10
Sienna Davidson,loan_11,04-06-2018,145080,04-06-2019,12
Sienna Davidson,loan_12,22-06-2019,106330,22-01-2020,7
Sienna Davidson,loan_13,12-06-2020,106640,12-02-2021,8
Thomas Harris,loan_1,09-12-2010,28800,09-04-2011,4
Thomas Harris,loan_2,11-12-2011,70200,11-10-2012,10
Thomas Harris,loan_3,03-12-2012,51660,03-07-2013,7
Thomas Harris,loan_4,21-12-2013,72000,21-10-2014,10
Thomas Harris,loan_5,06-12-2014,46440,06-06-2015,6
Thomas Harris,loan_6,02-12-2015,50400,02-08-2016,8
Thomas Harris,loan_7,25-12-2016,59400,25-06-2017,6
Thomas Harris,loan_8,14-12-2017,51840,14-06-2018,6
Thomas Harris,loan_9,16-12-2018,61740,16-07-2019,7
Thomas Harris,loan_10,06-12-2019,36000,06-04-2020,4
Thomas Harris,loan_11,06-12-2020,101520,06-12-2021,12
Daisy Stevens,loan_1,17-02-2010,70560,17-02-2011,12
Daisy Stevens,loan_2,06-02-2011,61600,06-12-2011,10
Daisy Stevens,loan_3,16-02-2011,70560,16-02-2012,12
Daisy Stevens,loan_4,21-02-2012,68880,21-02-2013,12
Daisy Stevens,loan_5,22-02-2013,26600,22-07-2013,5
Daisy Stevens,loan_6,07-02-2013,66220,07-01-2014,11
Daisy Stevens,loan_7,23-02-2014,20160,23-06-2014,4
Daisy Stevens,loan_8,08-02-2014,77280,08-02-2015,12
Daisy Stevens,loan_9,09-02-2015,26600,09-07-2015,5
Daisy Stevens,loan_10,04-02-2015,33600,04-07-2015,5
Daisy Stevens,loan_11,13-02-2015,45360,13-11-2015,9
Daisy Stevens,loan_12,05-02-2015,20160,05-06-2015,4
Daisy Stevens,loan_13,20-02-2015,67200,20-12-2015,10
Daisy Stevens,loan_14,07-02-2015,61600,07-01-2016,11
Daisy Stevens,loan_15,20-02-2016,45360,20-11-2016,9
Daisy Stevens,loan_16,06-02-2016,42140,06-09-2016,7
Daisy Stevens,loan_17,22-02-2016,35280,22-09-2016,7
Daisy Stevens,loan_18,15-02-2016,58800,15-02-2017,12
Daisy Stevens,loan_19,08-02-2017,68600,08-12-2017,10
Daisy Stevens,loan_20,13-02-2017,22400,13-06-2017,4
Daisy Stevens,loan_21,19-02-2017,32760,19-08-2017,6
Daisy Stevens,loan_22,24-02-2017,55440,24-01-2018,11
Daisy Stevens,loan_23,15-02-2018,47040,15-09-2018,7
Daisy Stevens,loan_24,18-02-2018,77000,18-01-2019,11
Daisy Stevens,loan_25,04-02-2019,45920,04-10-2019,8
Daisy Stevens,loan_26,21-02-2019,25200,21-07-2019,5
Daisy Stevens,loan_27,14-02-2019,77280,14-02-2020,12
Daisy Stevens,loan_28,16-02-2020,65520,16-11-2020,9
Daisy Stevens,loan_29,14-02-2020,22400,14-06-2020,4
Daisy Stevens,loan_30,04-02-2020,44520,04-08-2020,6
Daisy Stevens,loan_31,10-02-2020,27300,10-07-2020,5
Daisy Stevens,loan_32,07-02-2020,35280,07-08-2020,6
Daisy Stevens,loan_33,10-02-2020,57400,10-12-2020,10
Daisy Stevens,loan_34,10-02-2020,36960,10-08-2020,6
Daisy Stevens,loan_35,09-02-2020,72800,09-12-2020,10
Daisy Stevens,loan_36,23-02-2020,51660,23-11-2020,9
Daisy Stevens,loan_37,12-02-2020,38220,12-09-2020,7
Daisy Stevens,loan_38,17-02-2020,23520,17-06-2020,4
Daisy Stevens,loan_39,20-02-2020,42000,20-08-2020,6
Daisy Stevens,loan_40,14-02-2020,47040,14-09-2020,7
Daisy Stevens,loan_41,03-02-2020,75460,03-01-2021,11
Freddie Baker,loan_1,01-12-2010,99360,01-06-2011,6
Freddie Baker,loan_2,05-12-2011,79920,05-06-2012,6
Freddie Baker,loan_3,25-12-2012,123480,25-07-2013,7
Freddie Baker,loan_4,23-12-2013,129600,23-09-2014,9
Freddie Baker,loan_5,15-12-2014,178200,15-11-2015,11
Freddie Baker,loan_6,18-12-2015,103680,18-06-2016,6
Freddie Baker,loan_7,06-12-2016,105840,06-07-2017,7
Freddie Baker,loan_8,23-12-2017,54720,23-04-2018,4
Freddie Baker,loan_9,11-12-2018,213840,11-11-2019,11
Freddie Baker,loan_10,22-12-2019,138600,22-07-2020,7
Freddie Baker,loan_11,18-12-2020,159840,18-12-2021,12
Ivy Black,loan_1,23-05-2010,92160,23-05-2011,12
Ivy Black,loan_2,04-05-2011,57600,04-01-2012,8
Ivy Black,loan_3,18-05-2012,59520,18-01-2013,8
Ivy Black,loan_4,17-05-2013,51840,17-02-2014,9
Ivy Black,loan_5,23-05-2014,80520,23-04-2015,11
Ivy Black,loan_6,24-05-2015,74880,24-05-2016,12
Ivy Black,loan_7,06-05-2016,80520,06-04-2017,11
Ivy Black,loan_8,12-05-2017,34560,12-11-2017,6
Ivy Black,loan_9,20-05-2017,57600,20-03-2018,10
Ivy Black,loan_10,06-05-2018,51240,06-12-2018,7
Ivy Black,loan_11,22-05-2018,27000,22-10-2018,5
Ivy Black,loan_12,05-05-2018,38640,05-12-2018,7
Ivy Black,loan_13,25-05-2018,63600,25-03-2019,10
Ivy Black,loan_14,09-05-2019,74400,09-03-2020,10
Ivy Black,loan_15,09-05-2020,56160,09-02-2021,9
Alfie Walker,loan_1,04-03-2010,63000,04-01-2011,10
Alfie Walker,loan_2,17-03-2011,45500,17-10-2011,7
Alfie Walker,loan_3,15-03-2011,56100,15-02-2012,11
Alfie Walker,loan_4,21-03-2012,48000,21-01-2013,10
Alfie Walker,loan_5,05-03-2013,40500,05-12-2013,9
Alfie Walker,loan_6,05-03-2013,42300,05-12-2013,9
Alfie Walker,loan_7,05-03-2013,18800,05-07-2013,4
Alfie Walker,loan_8,07-03-2013,62700,07-02-2014,11
Alfie Walker,loan_9,05-03-2014,74400,05-03-2015,12
Alfie Walker,loan_10,08-03-2015,52200,08-12-2015,9
Alfie Walker,loan_11,10-03-2015,24000,10-08-2015,5
Alfie Walker,loan_12,08-03-2015,20800,08-07-2015,4
Alfie Walker,loan_13,02-03-2015,41400,02-12-2015,9
Alfie Walker,loan_14,17-03-2015,41400,17-12-2015,9
Alfie Walker,loan_15,12-03-2015,37200,12-09-2015,6
Alfie Walker,loan_16,16-03-2015,32900,16-10-2015,7
Alfie Walker,loan_17,07-03-2015,20000,07-07-2015,4
Alfie Walker,loan_18,22-03-2015,44100,22-10-2015,7
Alfie Walker,loan_19,11-03-2015,25500,11-08-2015,5
Alfie Walker,loan_20,02-03-2015,36400,02-10-2015,7
Alfie Walker,loan_21,07-03-2015,24000,07-08-2015,5
Alfie Walker,loan_22,16-03-2015,38500,16-10-2015,7
Alfie Walker,loan_23,05-03-2015,30000,05-08-2015,5
Alfie Walker,loan_24,04-03-2015,37100,04-10-2015,7
Alfie Walker,loan_25,02-03-2015,34800,02-09-2015,6
Alfie Walker,loan_26,15-03-2015,42700,15-10-2015,7
Alfie Walker,loan_27,20-03-2015,67100,20-02-2016,11
Alfie Walker,loan_28,24-03-2016,31200,24-09-2016,6
Alfie Walker,loan_29,14-03-2016,46000,14-01-2017,10
Alfie Walker,loan_30,05-03-2017,48600,05-12-2017,9
Alfie Walker,loan_31,16-03-2017,57600,16-12-2017,9
Alfie Walker,loan_32,21-03-2017,25500,21-08-2017,5
Alfie Walker,loan_33,12-03-2017,19600,12-07-2017,4
Alfie Walker,loan_34,15-03-2017,40800,15-11-2017,8
Alfie Walker,loan_35,20-03-2017,30000,20-08-2017,5
Alfie Walker,loan_36,14-03-2017,42700,14-10-2017,7
Alfie Walker,loan_37,15-03-2017,35400,15-09-2017,6
Alfie Walker,loan_38,05-03-2017,32900,05-10-2017,7
Alfie Walker,loan_39,05-03-2017,54900,05-12-2017,9
Alfie Walker,loan_40,02-03-2017,45500,02-10-2017,7
Alfie Walker,loan_41,21-03-2017,20400,21-07-2017,4
Alfie Walker,loan_42,24-03-2017,44800,24-11-2017,8
Alfie Walker,loan_43,03-03-2017,49600,03-11-2017,8
Alfie Walker,loan_44,23-03-2017,48600,23-12-2017,9
Alfie Walker,loan_45,12-03-2017,32400,12-09-2017,6
Alfie Walker,loan_46,22-03-2017,60000,22-03-2018,12
Alfie Walker,loan_47,25-03-2018,49000,25-01-2019,10
Alfie Walker,loan_48,12-03-2019,72000,12-03-2020,12
Alfie Walker,loan_49,23-03-2020,40600,23-10-2020,7
Alfie Walker,loan_50,18-03-2020,40600,18-10-2020,7
Alfie Walker,loan_51,09-03-2020,24000,09-08-2020,5
Alfie Walker,loan_52,05-03-2020,37800,05-09-2020,6
Alfie Walker,loan_53,17-03-2020,78000,17-03-2021,12
Finley Payne,loan_1,20-03-2010,26880,20-07-2010,4
Finley Payne,loan_2,18-03-2010,39200,18-08-2010,5
Finley Payne,loan_3,03-03-2010,28560,03-07-2010,4
Finley Payne,loan_4,12-03-2010,44800,12-08-2010,5
Finley Payne,loan_5,03-03-2010,49980,03-10-2010,7
Finley Payne,loan_6,02-03-2010,57960,02-12-2010,9
Finley Payne,loan_7,14-03-2010,68320,14-11-2010,8
Finley Payne,loan_8,14-03-2010,26320,14-07-2010,4
Finley Payne,loan_9,02-03-2010,32480,02-07-2010,4
Finley Payne,loan_10,23-03-2010,48020,23-10-2010,7
Finley Payne,loan_11,06-03-2010,45360,06-09-2010,6
Finley Payne,loan_12,17-03-2010,44100,17-10-2010,7
Finley Payne,loan_13,09-03-2010,49000,09-10-2010,7
Finley Payne,loan_14,18-03-2010,64400,18-01-2011,10
Finley Payne,loan_15,01-03-2011,41160,01-09-2011,6
Finley Payne,loan_16,05-03-2011,37100,05-08-2011,5
Finley Payne,loan_17,25-03-2011,61600,25-11-2011,8
Finley Payne,loan_18,19-03-2011,75600,19-12-2011,9
Finley Payne,loan_19,12-03-2011,31500,12-08-2011,5
Finley Payne,loan_20,07-03-2011,54880,07-11-2011,8
Finley Payne,loan_21,18-03-2011,27440,18-07-2011,4
Finley Payne,loan_22,25-03-2011,56700,25-12-2011,9
Finley Payne,loan_23,18-03-2011,48720,18-09-2011,6
Finley Payne,loan_24,08-03-2011,31360,08-07-2011,4
Finley Payne,loan_25,05-03-2011,85400,05-01-2012,10
Finley Payne,loan_26,03-03-2012,73920,03-02-2013,11
Finley Payne,loan_27,22-03-2013,46060,22-10-2013,7
Finley Payne,loan_28,19-03-2013,80640,19-12-2013,9
Finley Payne,loan_29,01-03-2013,94080,01-03-2014,12
Finley Payne,loan_30,18-03-2014,79380,18-12-2014,9
Finley Payne,loan_31,01-03-2014,34160,01-07-2014,4
Finley Payne,loan_32,01-03-2014,76860,01-12-2014,9
Finley Payne,loan_33,19-03-2014,25200,19-07-2014,4
Finley Payne,loan_34,01-03-2014,53900,01-10-2014,7
Finley Payne,loan_35,14-03-2014,41160,14-09-2014,6
Finley Payne,loan_36,03-03-2014,36400,03-08-2014,5
Finley Payne,loan_37,18-03-2014,53900,18-10-2014,7
Finley Payne,loan_38,01-03-2014,29680,01-07-2014,4
Finley Payne,loan_39,04-03-2014,64960,04-11-2014,8
Finley Payne,loan_40,14-03-2014,57820,14-10-2014,7
Finley Payne,loan_41,16-03-2014,78400,16-01-2015,10
Finley Payne,loan_42,02-03-2015,63700,02-10-2015,7
Finley Payne,loan_43,01-03-2015,76860,01-12-2015,9
Finley Payne,loan_44,05-03-2015,53900,05-10-2015,7
Finley Payne,loan_45,21-03-2015,67200,21-01-2016,10
Finley Payne,loan_46,05-03-2016,100100,05-02-2017,11
Finley Payne,loan_47,14-03-2017,26320,14-07-2017,4
Finley Payne,loan_48,17-03-2017,52640,17-11-2017,8
Finley Payne,loan_49,08-03-2017,77000,08-01-2018,10
Finley Payne,loan_50,02-03-2018,72380,02-02-2019,11
Finley Payne,loan_51,18-03-2019,92400,18-03-2020,12
Finley Payne,loan_52,17-03-2020,35280,17-07-2020,4
Finley Payne,loan_53,05-03-2020,80080,05-02-2021,11
Evie Black,loan_1,19-10-2010,85000,19-03-2011,5
Evie Black,loan_2,20-10-2011,176800,20-06-2012,8
Evie Black,loan_3,06-10-2012,90100,06-03-2013,5
Evie Black,loan_4,14-10-2013,104040,14-04-2014,6
Evie Black,loan_5,25-10-2014,240720,25-10-2015,12
Evie Black,loan_6,12-10-2015,265200,12-10-2016,12
Evie Black,loan_7,17-10-2016,172040,17-09-2017,11
Evie Black,loan_8,07-10-2017,197200,07-08-2018,10
Evie Black,loan_9,19-10-2018,190740,19-09-2019,11
Evie Black,loan_10,07-10-2019,102000,07-04-2020,6
Evie Black,loan_11,11-10-2020,153000,11-07-2021,9
Isabella Holmes,loan_1,15-09-2010,59290,15-08-2011,11
Isabella Holmes,loan_2,02-09-2011,55440,02-05-2012,8
Isabella Holmes,loan_3,17-09-2012,69960,17-09-2013,12
Isabella Holmes,loan_4,19-09-2013,24750,19-02-2014,5
Isabella Holmes,loan_5,12-09-2014,51040,12-05-2015,8
Isabella Holmes,loan_6,06-09-2015,68200,06-07-2016,10
Isabella Holmes,loan_7,05-09-2016,34980,05-03-2017,6
Isabella Holmes,loan_8,24-09-2017,35750,24-02-2018,5
Isabella Holmes,loan_9,02-09-2018,27280,02-01-2019,4
Isabella Holmes,loan_10,22-09-2019,29150,22-02-2020,5
Isabella Holmes,loan_11,12-09-2020,64900,12-07-2021,10
Theodore Allen,loan_1,11-08-2010,54120,11-12-2010,4
Theodore Allen,loan_2,02-08-2010,124740,02-03-2011,7
Theodore Allen,loan_3,18-08-2011,146520,18-08-2012,12
Theodore Allen,loan_4,01-08-2012,125400,01-06-2013,10
Theodore Allen,loan_5,15-08-2013,69300,15-02-2014,6
Theodore Allen,loan_6,07-08-2014,127050,07-07-2015,11
Theodore Allen,loan_7,09-08-2015,85800,09-01-2016,5
Theodore Allen,loan_8,04-08-2016,72600,04-01-2017,5
Theodore Allen,loan_9,22-08-2017,165000,22-06-2018,10
Theodore Allen,loan_10,18-08-2018,105600,18-04-2019,8
Theodore Allen,loan_11,08-08-2019,115830,08-05-2020,9
Theodore Allen,loan_12,07-08-2020,108570,07-03-2021,7
Theo Baker,loan_1,02-09-2010,48960,02-01-2011,4
Theo Baker,loan_2,03-09-2011,119340,03-06-2012,9
Theo Baker,loan_3,04-09-2012,190740,04-08-2013,11
Theo Baker,loan_4,02-09-2013,224400,02-09-2014,12
Theo Baker,loan_5,08-09-2014,195840,08-09-2015,12
Theo Baker,loan_6,04-09-2015,89760,04-03-2016,6
Theo Baker,loan_7,24-09-2016,95200,24-04-2017,7
Theo Baker,loan_8,08-09-2017,112200,08-03-2018,6
Theo Baker,loan_9,18-09-2018,72080,18-01-2019,4
Theo Baker,loan_10,16-09-2019,171360,16-09-2020,12
Theo Baker,loan_11,02-09-2020,91800,02-02-2021,5
Charlie Robinson,loan_1,13-08-2010,148200,13-02-2011,6
Charlie Robinson,loan_2,04-08-2011,204820,04-07-2012,11
Charlie Robinson,loan_3,12-08-2012,188100,12-05-2013,9
Charlie Robinson,loan_4,08-08-2013,159600,08-03-2014,7
Charlie Robinson,loan_5,12-08-2014,263340,12-07-2015,11
Charlie Robinson,loan_6,24-08-2015,133000,24-03-2016,7
Charlie Robinson,loan_7,19-08-2016,89300,19-01-2017,5
Charlie Robinson,loan_8,21-08-2017,204820,21-07-2018,11
Charlie Robinson,loan_9,18-08-2018,216600,18-06-2019,10
Charlie Robinson,loan_10,04-08-2019,197600,04-06-2020,10
Charlie Robinson,loan_11,19-08-2020,110200,19-01-2021,5
Mia Chapman,loan_1,06-09-2010,161120,06-05-2011,8
Mia Chapman,loan_2,12-09-2011,247000,12-07-2012,10
Mia Chapman,loan_3,22-09-2012,209000,22-07-2013,10
Mia Chapman,loan_4,06-09-2013,172900,06-04-2014,7
Mia Chapman,loan_5,06-09-2014,228000,06-09-2015,12
Mia Chapman,loan_6,15-09-2015,197600,15-07-2016,10
Mia Chapman,loan_7,03-09-2016,178600,03-07-2017,10
Mia Chapman,loan_8,13-09-2017,125400,13-03-2018,6
Mia Chapman,loan_9,15-09-2018,91200,15-02-2019,5
Mia Chapman,loan_10,09-09-2019,79040,09-01-2020,4
Mia Chapman,loan_11,24-09-2020,111720,24-03-2021,6
Thomas Jones,loan_1,17-07-2010,30600,17-12-2010,5
Thomas Jones,loan_2,17-07-2010,29240,17-11-2010,4
Thomas Jones,loan_3,24-07-2010,89760,24-06-2011,11
Thomas Jones,loan_4,21-07-2011,48790,21-02-2012,7
Thomas Jones,loan_5,24-07-2012,59840,24-03-2013,8
Thomas Jones,loan_6,04-07-2013,79900,04-05-2014,10
Thomas Jones,loan_7,14-07-2014,63920,14-03-2015,8
Thomas Jones,loan_8,23-07-2015,54740,23-02-2016,7
Thomas Jones,loan_9,25-07-2016,59500,25-02-2017,7
Thomas Jones,loan_10,12-07-2017,47600,12-03-2018,8
Thomas Jones,loan_11,07-07-2018,41650,07-12-2018,5
Thomas Jones,loan_12,16-07-2018,48960,16-01-2019,6
Thomas Jones,loan_13,06-07-2019,54740,06-02-2020,7
Thomas Jones,loan_14,07-07-2020,67320,07-04-2021,9
Freya Davidson,loan_1,13-11-2010,102480,13-11-2011,12
Freya Davidson,loan_2,15-11-2011,32200,15-04-2012,5
Freya Davidson,loan_3,14-11-2012,68320,14-07-2013,8
Freya Davidson,loan_4,21-11-2013,49560,21-05-2014,6
Freya Davidson,loan_5,18-11-2014,42000,18-04-2015,5
Freya Davidson,loan_6,14-11-2015,62720,14-06-2016,7
Freya Davidson,loan_7,23-11-2016,48020,23-06-2017,7
Freya Davidson,loan_8,10-11-2017,65800,10-09-2018,10
Freya Davidson,loan_9,20-11-2018,62720,20-07-2019,8
Freya Davidson,loan_10,02-11-2019,80640,02-11-2020,12
Freya Davidson,loan_11,10-11-2020,63700,10-06-2021,7
Arlo Foster,loan_1,14-08-2010,101920,14-04-2011,8
Arlo Foster,loan_2,23-08-2011,177320,23-07-2012,11
Arlo Foster,loan_3,08-08-2012,117000,08-05-2013,9
Arlo Foster,loan_4,16-08-2013,183040,16-07-2014,11
Arlo Foster,loan_5,09-08-2014,67600,09-01-2015,5
Arlo Foster,loan_6,03-08-2015,166400,03-06-2016,10
Arlo Foster,loan_7,01-08-2016,49920,01-12-2016,4
Arlo Foster,loan_8,20-08-2016,59800,20-01-2017,5
Arlo Foster,loan_9,23-08-2017,76440,23-02-2018,6
Arlo Foster,loan_10,23-08-2018,62400,23-01-2019,5
Arlo Foster,loan_11,24-08-2019,47840,24-12-2019,4
Arlo Foster,loan_12,20-08-2019,87360,20-03-2020,7
Arlo Foster,loan_13,14-08-2020,187200,14-08-2021,12
Emily Chapman,loan_1,05-07-2010,83520,05-07-2011,12
Emily Chapman,loan_2,06-07-2011,101500,06-05-2012,10
Emily Chapman,loan_3,22-07-2012,46400,22-11-2012,4
Emily Chapman,loan_4,07-07-2012,67280,07-03-2013,8
Emily Chapman,loan_5,13-07-2013,78300,13-04-2014,9
Emily Chapman,loan_6,18-07-2014,86130,18-04-2015,9
Emily Chapman,loan_7,06-07-2015,71920,06-03-2016,8
Emily Chapman,loan_8,22-07-2016,56550,22-12-2016,5
Emily Chapman,loan_9,15-07-2016,78880,15-03-2017,8
Emily Chapman,loan_10,10-07-2017,53940,10-01-2018,6
Emily Chapman,loan_11,16-07-2018,41760,16-11-2018,4
Emily Chapman,loan_12,10-07-2018,114840,10-06-2019,11
Emily Chapman,loan_13,05-07-2019,86130,05-04-2020,9
Emily Chapman,loan_14,19-07-2020,69020,19-02-2021,7
Roman Walker,loan_1,24-06-2010,100100,24-01-2011,7
Roman Walker,loan_2,15-06-2011,85280,15-02-2012,8
Roman Walker,loan_3,10-06-2012,86580,10-03-2013,9
Roman Walker,loan_4,06-06-2013,53300,06-11-2013,5
Roman Walker,loan_5,24-06-2013,59280,24-12-2013,6
Roman Walker,loan_6,09-06-2013,104000,09-02-2014,8
Roman Walker,loan_7,06-06-2014,143000,06-04-2015,10
Roman Walker,loan_8,05-06-2015,45760,05-10-2015,4
Roman Walker,loan_9,21-06-2015,117260,21-05-2016,11
Roman Walker,loan_10,23-06-2016,50960,23-10-2016,4
Roman Walker,loan_11,24-06-2016,69160,24-01-2017,7
Roman Walker,loan_12,20-06-2017,76440,20-01-2018,7
Roman Walker,loan_13,06-06-2018,54600,06-12-2018,6
Roman Walker,loan_14,03-06-2018,81900,03-03-2019,9
Roman Walker,loan_15,02-06-2019,114400,02-04-2020,10
Roman Walker,loan_16,02-06-2020,43680,02-10-2020,4
Roman Walker,loan_17,19-06-2020,114400,19-05-2021,11
Isla Holmes,loan_1,18-05-2010,103040,18-09-2010,4
Isla Holmes,loan_2,05-05-2010,125440,05-09-2010,4
Isla Holmes,loan_3,02-05-2010,363440,02-04-2011,11
Isla Holmes,loan_4,09-05-2011,170800,09-10-2011,5
Isla Holmes,loan_5,22-05-2011,208320,22-11-2011,6
Isla Holmes,loan_6,03-05-2011,274400,03-03-2012,10
Isla Holmes,loan_7,17-05-2012,287280,17-02-2013,9
Isla Holmes,loan_8,19-05-2013,283360,19-04-2014,11
Isla Holmes,loan_9,11-05-2014,132160,11-09-2014,4
